ID Material,Unidad de medida,Cantidad,Almacén,datos,ID Cliente,Nombre Cliente,Fecha,Nombre Material,Categoría 1,Categoría 2
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,252,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,600,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,322,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,316,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,360,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,300,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,895,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,439,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,276,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,336,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M552,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
19206,PC,480,M551,Inventario actual,,,45324,Material - 19206,Cat 1,Familia 3
